this_week	last_week	end_2014	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Doeun An	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14380	-	-	40	-	-	17
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Wongsakorn Choowong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14383	-	-	40	-	-	2
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	JG Claassen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14392	-	-	40	-	-	27
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Mark Fensham	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14394	-	-	40	-	-	1
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Kurt Carlson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14311	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	CJ Gatto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14318	-	-	40	-	-	4
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Woojung Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14322	-	-	40	-	-	7
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Liang Ding Feng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14326	-	-	40	-	-	16
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Howook Song	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14331	-	-	40	-	-	7
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wei Peng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14333	-	-	40	-	-	2
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zhi Xie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14334	-	-	40	-	-	16
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Gyoungyoon Yu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14336	-	-	40	-	-	17
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zhang Chang Lei	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14337	-	-	40	-	-	4
1603	1599	1473	USA	http://www.owgr.com/styles/img/flags/USA.png	Eric Meierdierks	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14341	-	-	40	-0.38	-	7
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Daniel Ng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14346	-	-	40	-	-	12
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	James Carr	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14352	-	-	40	-	-	1
1603	1599	""	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Damien Jordan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14353	-	-	40	-	-	1
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Leighton Lyle	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14354	-	-	40	-	-	2
1603	1599	1548	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Kangwine Chiluba	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14360	-	-	40	-	-	5
1603	1599	1548	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Brian Gondo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14362	-	-	40	-	-	3
1603	1599	""	MEX	http://www.owgr.com/styles/img/flags/MEX.png	Enrique Guzman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13881	-	-	40	-	-	1
1603	1599	1548	IRL	http://www.owgr.com/styles/img/flags/IRL.png	Barrie Trainor	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13898	-	-	40	-	-	1
1603	1599	1548	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Xavier Poncelet	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13912	-	-	40	-	-	1
1603	1599	1548	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Alexis Weizman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13915	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Brandon Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13901	-	-	40	-	-	4
1603	1599	1419	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Junsub Park	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13927	-	-	40	-0.57	-	27
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Chang-won Han	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13918	-	-	40	-	-	4
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hyungtae Kim 837	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13922	-	-	40	-	-	4
1603	1599	1548	MEX	http://www.owgr.com/styles/img/flags/MEX.png	Kenji Murayama	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13861	-	-	40	-	-	6
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Brad Tilley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13869	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Trey Denton	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13853	-	-	40	-	-	8
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Liu Qing	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13837	-	-	40	-	-	1
1603	1599	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Shao Yong-liang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13841	-	-	40	-	-	1
1603	1599	1548	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Stefan Engell Andersen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13842	-	-	40	-	-	17
1603	1599	1548	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kookhyan Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13876	-	-	40	-	-	24
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ryutaro Kato(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13877	-	-	40	-	-	2
1603	1599	1548	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Juan Francisco Sarasti	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13886	-	-	40	-	-	15
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Keisuke Kondo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13887	-	-	40	-	-	17
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kota Gondo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13888	-	-	40	-	-	1
1603	1599	1548	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Mattia Miloro(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13895	-	-	40	-	-	2
1603	1599	1548	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Leonardo Motta	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13896	-	-	40	-	-	5
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Jason Schmuhl	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13767	-	-	40	-	-	1
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Tan Chien hau	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13769	-	-	40	-	-	12
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	NG Choo teck(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13770	-	-	40	-	-	3
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Pieter Kruger	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13772	-	-	40	-	-	3
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Alpheus Kelapile	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13727	-	-	40	-	-	3
1603	1599	1336	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Darryn Lloyd	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13728	-	-	40	-0.96	-	13
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Musolo Nethunzwi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13730	-	-	40	-	-	9
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Ryan Thompson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13732	-	-	40	-	-	5
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Louis Calitz	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13735	-	-	40	-	-	20
1603	1599	1548	SWZ	http://www.owgr.com/styles/img/flags/SWZ.png	Peter Dlamini	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13736	-	-	40	-	-	2
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Francois Van Vuuren	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13739	-	-	40	-	-	1
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Max Williams(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13741	-	-	40	-	-	1
1603	1599	1548	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Thomas Raatgever	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13754	-	-	40	-	-	1
1603	1599	1536	IND	http://www.owgr.com/styles/img/flags/IND.png	Ajeetesh Sandhu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13801	-	-	40	-0.13	-	12
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Arshpreet Thind	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13805	-	-	40	-	-	1
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Thanatchan Puektes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13765	-	-	40	-	-	3
1603	1599	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Arnaud	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13815	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael D. Smith	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13819	-	-	40	-	-	3
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Andrew Scott	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13825	-	-	40	-	-	1
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Chitrajit Kalra	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13796	-	-	40	-	-	1
1603	1599	1548	IND	http://www.owgr.com/styles/img/flags/IND.png	Ramesh Kumar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13797	-	-	40	-	-	1
1603	1599	1548	INA	http://www.owgr.com/styles/img/flags/INA.png	Fahmi Reza(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13775	-	-	40	-	-	5
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Varit Chomchalam(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13778	-	-	40	-	-	1
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Varan Isarabhakdi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13781	-	-	40	-	-	6
1603	1599	""	THA	http://www.owgr.com/styles/img/flags/THA.png	Chanat Sakulpolphaisan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13784	-	-	40	-	-	9
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Porameth Sonthirati	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13785	-	-	40	-	-	8
1603	1599	1548	DEN	http://www.owgr.com/styles/img/flags/DEN.png	Jesper Lerchedahl	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13956	-	-	40	-	-	5
1603	1599	1548	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Georg Schultes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13963	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Nathan Stamey	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13940	-	-	40	-	-	5
1603	1599	1548	BEL	http://www.owgr.com/styles/img/flags/BEL.png	Dimitri Van Doren(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13946	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hideo Koike	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13947	-	-	40	-	-	2
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shintaro Doumoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13985	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Takayuki Katsumata	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13987	-	-	40	-	-	1
1603	1595	1461	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Koichiro Kawano	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13988	-	-	40	-0.44	-	17
1603	1599	1500	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ryota Kojima	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13990	-	-	40	-0.27	-	6
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Im Jae-Woo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13966	-	-	40	-	-	10
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Chris Baker	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13971	-	-	40	-	-	27
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	David Holmes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13973	-	-	40	-	-	14
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Tyson Alexander	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14002	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Josh Brock(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14003	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuki Kasai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14021	-	-	40	-	-	3
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hironobu Kim(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14022	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Youhei Tutiya	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14025	-	-	40	-	-	2
1603	1599	""	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Darren Hupfer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14027	-	-	40	-	-	1
1603	1599	1548	FIN	http://www.owgr.com/styles/img/flags/FIN.png	Miro Veijalainen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14121	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Mark Sheftic	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14125	-	-	40	-	-	1
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Pattaraphol Khanthacha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14130	-	-	40	-	-	5
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Wanich Petcharit	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14132	-	-	40	-	-	3
1603	1599	1548	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Robbie Greenwell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14102	-	-	40	-	-	12
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Nick Travers	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14109	-	-	40	-	-	3
1603	1599	""	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Ainil Johan Bakar(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14110	-	-	40	-	-	2
1603	1599	1548	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Mohd Iylia Jamil	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14112	-	-	40	-	-	24
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Prin Sirisommai(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14115	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Mike Van Sickle	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14083	-	-	40	-	-	2
1603	1599	1548	CZE	http://www.owgr.com/styles/img/flags/CZE.png	Stanislav Matus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14086	-	-	40	-	-	15
1603	1599	""	CZE	http://www.owgr.com/styles/img/flags/CZE.png	Michal Pospisil(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14088	-	-	40	-	-	2
1603	1599	1548	CZE	http://www.owgr.com/styles/img/flags/CZE.png	Lukas Tintera	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14091	-	-	40	-	-	16
1603	1599	1548	SVK	http://www.owgr.com/styles/img/flags/SVK.png	Juraj Zvarik(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14092	-	-	40	-	-	1
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Alex Belt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14062	-	-	40	-	-	2
1603	1599	1548	WAL	http://www.owgr.com/styles/img/flags/WAL.png	Lee Rooke	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14064	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Brodell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14053	-	-	40	-	-	1
1603	1599	1548	INA	http://www.owgr.com/styles/img/flags/INA.png	Nengah Dharma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14070	-	-	40	-	-	1
1603	1599	1548	INA	http://www.owgr.com/styles/img/flags/INA.png	Indra Hermawan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14072	-	-	40	-	-	4
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masaki Sakata	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14076	-	-	40	-	-	6
1603	1599	1548	INA	http://www.owgr.com/styles/img/flags/INA.png	Michael Song	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14077	-	-	40	-	-	1
1603	1599	1548	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Alec Roberts	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14031	-	-	40	-	-	1
1603	1599	""	GER	http://www.owgr.com/styles/img/flags/GER.png	Martin Keskari(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14017	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Aaron Krueger	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14035	-	-	40	-	-	2
1603	""	""	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Matthias Montgaillard	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14038	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Zack Byrd	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15465	-	-	40	-	-	7
1603	1599	1548	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Jace Walker	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15445	-	-	40	-	-	7
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Locke	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15472	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Christopher DeForest	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15468	-	-	40	-	-	3
1603	1599	1548	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Craig Hocknull	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15428	-	-	40	-	-	5
1603	1599	1548	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Matt Hoffman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15429	-	-	40	-	-	8
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Kyle Kallan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15431	-	-	40	-	-	19
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Chris Killmer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15432	-	-	40	-	-	14
1603	1599	1548	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Nathan Leonhardt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15434	-	-	40	-	-	18
1603	1599	1548	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Clark MacPherson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15437	-	-	40	-	-	4
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Bobby Hudson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15449	-	-	40	-	-	1
1603	1599	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Spencer Fulford	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15454	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Eric Onesi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15457	-	-	40	-	-	2
1603	1599	1548	FRA	http://www.owgr.com/styles/img/flags/FRA.png	George Leriche	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15459	-	-	40	-	-	2
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Brett Kanda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15503	-	-	40	-	-	2
1603	1599	1548	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Olivier Rozner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15511	-	-	40	-	-	8
1603	1599	1548	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Antoine Schwartz(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15512	-	-	40	-	-	4
1603	1599	1548	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Neil Fenwick	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15491	-	-	40	-	-	1
1603	1599	1548	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Robin Wingardh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15493	-	-	40	-	-	1
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuichiro Nishi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15496	-	-	40	-	-	4
1603	1599	1548	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ryo Yamaguchi(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15497	-	-	40	-	-	1
1603	1599	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Whitehead	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15480	-	-	40	-	-	1
1603	1599	1548	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Derek McKenzie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15482	-	-	40	-	-	2
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Thepbadin Amaranan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15483	-	-	40	-	-	6
1603	1599	1548	THA	http://www.owgr.com/styles/img/flags/THA.png	Supravee Phatam	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15484	-	-	40	-	-	9
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Gu Hua-jun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15407	-	-	40	-	-	5
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Li Huan(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15408	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Qu Hongxin(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15415	-	-	40	-	-	1
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Xi-ong Cheng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15417	-	-	40	-	-	8
1603	1599	1548	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Yin Yongxuan(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15418	-	-	40	-	-	1
